Fecha;Temp1;Humedad 1;Temp 2;Humedad 2;TDS;Temperatura NTC;Ph;Nivel (m)
1/4/2026 12:20;22,9;48,2;22,2;54,0;281;-148,87;8,69;0,23
1/4/2026 12:20;22,9;48,2;22,2;54,1;279;-148,87;8,69;0,23
1/4/2026 12:23;22,9;48,3;22,3;54,4;279;-148,87;8,70;0,23
1/4/2026 12:23;22,9;48,3;22,4;54,6;277;-148,87;8,71;0,23
1/4/2026 12:23;22,9;48,4;22,3;54,9;276;-148,87;8,70;0,23
1/4/2026 12:24;22,8;48,4;22,4;54,6;276;-148,87;8,70;0,23
1/4/2026 12:27;22,8;48,6;22,3;54,4;275;-148,87;8,68;0,23
1/4/2026 12:29;22,8;48,4;22,4;54,4;273;-148,87;8,66;0,23
1/4/2026 12:29;22,8;48,3;22,4;54,7;271;-148,87;8,66;0,23
1/4/2026 12:29;22,9;48,5;22,4;54,6;270;-148,87;8,64;0,23
1/4/2026 12:29;22,9;48,5;22,4;54,7;269;-148,87;8,63;0,23
1/4/2026 12:29;22,9;48,7;22,4;54,8;271;-148,87;8,64;0,23
1/4/2026 12:31;22,9;48,9;22,3;54,6;269;-148,87;8,65;0,23
1/4/2026 12:31;23,0;48,8;22,3;54,6;268;-148,87;8,67;0,23
1/4/2026 12:31;22,9;48,7;22,3;54,8;268;-148,87;8,69;0,23
1/4/2026 12:31;22,9;48,7;22,3;54,6;268;-148,87;8,68;0,23
1/4/2026 12:31;22,9;48,6;22,4;54,7;269;-148,87;8,68;0,23
1/4/2026 12:31;22,9;48,4;22,4;54,8;268;-148,87;8,67;0,23
1/4/2026 12:31;22,9;48,3;22,4;55,0;270;-148,87;8,66;0,23
1/4/2026 12:31;22,8;48,1;22,4;55,1;270;-148,87;8,65;0,23
1/4/2026 12:31;22,8;48,1;22,3;55,2;270;-148,87;8,64;0,23
1/4/2026 12:31;22,8;47,9;22,4;55,4;271;-148,87;8,64;0,23
1/4/2026 12:31;22,8;48,0;22,3;55,1;269;-148,87;8,63;0,23
1/4/2026 12:31;22,9;48,2;22,3;55,4;269;-148,87;8,64;0,23
1/4/2026 12:31;22,9;48,3;22,3;55,6;269;-148,87;8,64;0,23
1/4/2026 12:32;22,8;48,2;22,3;55,5;268;-148,87;8,66;0,23
1/4/2026 12:32;22,8;48,4;22,3;55,4;269;-148,87;8,64;0,23
1/4/2026 12:32;22,8;48,5;22,2;55,2;270;-148,87;8,66;0,23
1/4/2026 12:32;22,7;48,5;22,2;54,9;270;-148,87;8,66;0,23
1/4/2026 12:32;22,7;48,4;22,2;54,8;271;-148,87;8,66;0,23
1/4/2026 12:32;22,7;48,3;22,1;54,5;272;-148,87;8,68;0,23
1/4/2026 12:32;22,7;48,2;22,1;54,7;272;-148,87;8,69;0,23
1/4/2026 12:32;22,6;48,1;22,2;54,6;272;-148,87;8,68;0,23
1/4/2026 12:33;22,6;48,2;22,3;54,7;270;-148,87;8,68;0,23
1/4/2026 12:33;22,6;48,3;22,3;54,6;270;-148,87;8,69;0,23
1/4/2026 12:33;22,5;48,2;22,3;54,5;268;-148,87;8,68;0,23
1/4/2026 12:33;22,5;48,2;22,3;54,6;270;-148,87;8,68;0,23
1/4/2026 12:33;22,5;48,2;22,2;54,7;269;-148,87;8,67;0,23
1/4/2026 12:33;22,5;48,4;22,2;54,8;269;-148,87;8,68;0,23
1/4/2026 12:33;22,6;48,5;22,1;54,8;271;-148,87;8,69;0,23
1/4/2026 12:33;22,5;48,4;22,1;54,7;271;-148,87;8,67;0,23
1/4/2026 12:36;22,4;48,4;22,1;54,4;271;-148,87;8,69;0,23
1/4/2026 12:36;22,3;48,6;22,1;54,6;271;-148,87;8,69;0,23
1/4/2026 12:36;22,3;48,4;22,2;54,6;272;-148,87;8,69;0,23
1/4/2026 12:36;22,4;48,4;22,1;54,6;272;-148,87;8,69;0,23
1/4/2026 12:36;22,5;48,6;22,0;54,3;271;-148,87;8,69;0,23
1/4/2026 12:37;22,5;48,4;22,0;54,1;271;-148,87;8,68;0,23
1/4/2026 12:37;22,5;48,5;22,0;54,3;270;-148,87;8,69;0,23
1/4/2026 12:37;22,4;48,4;22,0;54,4;271;-148,87;8,67;0,23
1/4/2026 12:37;22,4;48,4;22,0;54,2;271;-148,87;8,67;0,23
1/4/2026 12:37;22,4;48,3;22,0;54,3;272;-148,87;8,68;0,23
1/4/2026 12:37;22,4;48,2;22,1;54,4;270;-148,87;8,68;0,23
1/4/2026 12:37;22,4;48,1;22,0;54,5;269;-148,87;8,69;0,23
1/4/2026 12:37;22,3;48,0;22,0;54,5;270;-148,87;8,70;0,23
1/4/2026 12:37;22,4;47,8;22,0;54,6;271;-148,87;8,71;0,23
1/4/2026 12:39;22,3;48,0;22,1;54,5;273;-148,87;8,69;0,23
