Fecha;Temp1;Humedad 1;Temp 2;Humedad 2;TDS;Temperatura NTC;Ph;Nivel (m)
3/4/2026 12:20;22,6;47,4;21,9;54,3;273;-148,87;8,48;0,23
3/4/2026 12:20;22,5;47,5;21,8;54,4;274;-148,87;8,49;0,23
3/4/2026 12:20;22,6;47,5;21,8;54,3;274;-148,87;8,50;0,23
3/4/2026 12:20;22,5;47,5;21,9;54,5;273;-148,87;8,52;0,23
3/4/2026 12:20;22,6;47,4;21,9;54,6;274;-148,87;8,53;0,23
3/4/2026 12:20;22,5;47,5;21,9;54,4;273;-148,87;8,52;0,23
3/4/2026 12:20;22,5;47,4;21,9;54,6;273;-148,87;8,51;0,23
3/4/2026 12:20;22,5;47,4;21,9;54,4;274;-148,87;8,50;0,23
3/4/2026 12:20;22,6;47,4;21,9;54,3;274;-148,87;8,51;0,23
3/4/2026 12:20;22,6;47,3;21,9;54,2;272;-148,87;8,49;0,23
3/4/2026 12:20;22,5;47,4;22,0;54,2;271;-148,87;8,51;0,23
3/4/2026 12:20;22,5;47,4;22,0;54,1;272;-148,87;8,49;0,23
3/4/2026 12:20;22,6;47,3;21,9;54,2;270;-148,87;8,50;0,23
3/4/2026 12:20;22,6;47,4;21,9;54,4;271;-148,87;8,49;0,23
3/4/2026 12:21;22,7;47,3;22,0;54,5;271;-148,87;8,48;0,23
3/4/2026 12:21;22,6;47,4;22,0;54,3;271;-148,87;8,49;0,23
3/4/2026 12:22;22,7;47,4;22,0;54,4;272;-148,87;8,47;0,23
3/4/2026 12:22;22,7;47,3;21,9;54,5;272;-148,87;8,46;0,23
3/4/2026 12:22;22,7;47,4;21,8;54,7;274;-148,87;8,46;0,23
3/4/2026 12:22;22,8;47,3;21,7;54,8;272;-148,87;8,48;0,23
3/4/2026 12:24;22,8;47,4;21,6;54,8;272;-148,87;8,47;0,23
3/4/2026 12:24;22,8;47,4;21,7;54,8;271;-148,87;8,49;0,23
3/4/2026 12:25;22,8;47,6;21,6;55,0;273;-148,87;8,50;0,23
3/4/2026 12:25;22,7;47,4;21,5;54,7;275;-148,87;8,50;0,23
3/4/2026 12:25;22,6;47,4;21,6;54,6;277;-148,87;8,49;0,23
3/4/2026 12:25;22,7;47,4;21,5;54,7;276;-148,87;8,50;0,23
