Fecha;Temp1;Humedad 1;Temp 2;Humedad 2;TDS;Temperatura NTC;Ph;Nivel (m)
19/6/2026 12:20;22,7;47,3;22,6;53,2;272;-148,87;8,66;0,23
19/6/2026 12:20;22,8;47,4;22,6;53,4;270;-148,87;8,68;0,23
19/6/2026 12:20;22,7;47,6;22,7;53,3;271;-148,87;8,69;0,23
19/6/2026 12:21;22,7;47,5;22,6;53,5;272;-148,87;8,71;0,23
19/6/2026 12:21;22,6;47,7;22,6;53,4;270;-148,87;8,69;0,23
19/6/2026 12:24;22,6;47,8;22,5;53,2;270;-148,87;8,68;0,23
19/6/2026 12:24;22,6;47,7;22,5;53,0;271;-148,87;8,70;0,23
19/6/2026 12:24;22,7;47,8;22,6;53,0;271;-148,87;8,70;0,23
19/6/2026 12:24;22,7;47,6;22,6;52,8;270;-148,87;8,70;0,23
19/6/2026 12:24;22,6;47,5;22,7;52,9;272;-148,87;8,72;0,23
19/6/2026 12:24;22,5;47,4;22,8;53,0;273;-148,87;8,73;0,23
19/6/2026 12:26;22,6;47,5;22,9;53,0;273;-148,87;8,73;0,23
19/6/2026 12:26;22,6;47,3;22,9;53,2;271;-148,87;8,72;0,23
19/6/2026 12:26;22,6;47,3;22,9;53,4;270;-148,87;8,71;0,23
19/6/2026 12:26;22,6;47,2;22,9;53,3;270;-148,87;8,73;0,23
19/6/2026 12:26;22,6;47,0;22,9;53,2;270;-148,87;8,72;0,23
19/6/2026 12:26;22,7;47,0;22,9;53,2;268;-148,87;8,72;0,23
19/6/2026 12:28;22,6;46,9;22,9;53,2;268;-148,87;8,71;0,23
19/6/2026 12:28;22,6;46,8;22,9;53,4;267;-148,87;8,73;0,23
19/6/2026 12:28;22,7;46,8;22,9;53,7;268;-148,87;8,74;0,23
19/6/2026 12:28;22,7;46,9;22,8;53,6;267;-148,87;8,75;0,23
19/6/2026 12:28;22,6;47,0;22,7;53,7;267;-148,87;8,75;0,23
19/6/2026 12:28;999;-50;22,1;999;9999;-148,87;99,9;0,23
19/6/2026 12:28;22,6;47,1;22,8;53,9;269;-148,87;8,74;0,23
19/6/2026 12:28;22,6;47,2;22,9;54,1;268;-148,87;8,72;0,23
19/6/2026 12:28;22,5;47,3;22,8;54,2;267;-148,87;8,73;0,23
19/6/2026 12:28;22,4;47,4;22,8;54,4;265;-148,87;8,72;0,23
19/6/2026 12:28;22,5;47,5;22,8;54,3;263;-148,87;8,72;0,23
19/6/2026 12:30;22,6;47,4;22,9;54,4;263;-148,87;8,71;0,23
19/6/2026 12:33;22,7;47,5;22,8;54,2;264;-148,87;8,71;0,23
19/6/2026 12:33;23,2;48,1;22,1
19/6/2026 12:33;ERROR;N/A;22,1;54,5;274;-148,87;8,59;0,23
19/6/2026 12:33;22,6;47,5;22,7;54,5;264;-148,87;8,71;0,23
19/6/2026 12:33;22,5;47,5;22,8;54,7;262;-148,87;8,69;0,23
19/6/2026 12:33;22,5;47,6;22,9;54,9;262;-148,87;8,71;0,23
19/6/2026 12:33;22,5;47,8;22,9;55,0;263;-148,87;8,70;0,23
19/6/2026 12:33;22,5;47,7;22,9;54,9;263;-148,87;8,72;0,23
19/6/2026 12:33;22,5;47,5;22,9;54,8;263;-148,87;8,71;0,23
19/6/2026 12:33;22,5;47,6;22,9;54,7;261;-148,87;8,72;0,23
