Fecha;Temp1;Humedad 1;Temp 2;Humedad 2;TDS;Temperatura NTC;Ph;Nivel (m)
28/5/2026 12:20;22,5;47,5;22,2;54,3;271;-148,87;8,73;0,23
28/5/2026 12:20;22,4;47,4;22,1;54,3;270;-148,87;8,75;0,23
28/5/2026 12:20;22,5;47,2;22,1;54,4;269;-148,87;8,76;0,23
28/5/2026 12:20;22,4;47,1;22,1;54,2;271;-148,87;8,75;0,23
28/5/2026 12:20;22,4;47,2;22,2;54,1;271;-148,87;8,75;0,23
28/5/2026 12:20;22,3;47,0;22,2;53,9;273;-148,87;8,75;0,23
28/5/2026 12:20;22,3;47,2;22,3;53,7;271;-148,87;8,76;0,23
28/5/2026 12:20;22,3;47,0;22,4;54,0;272;-148,87;8,75;0,23
28/5/2026 12:21;22,3;47,1;22,4;54,2;272;-148,87;8,73;0,23
28/5/2026 12:21;22,4;47,2;22,3;54,2;272;-148,87;8,75;0,23
28/5/2026 12:22;22,3;47,3;22,3;54,1;272;-148,87;8,76;0,23
28/5/2026 12:22;22,3;47,4;22,3;54,0;270;-148,87;8,74;0,23
28/5/2026 12:22;22,3;47,5;22,2;53,7;271;-148,87;8,73;0,23
28/5/2026 12:25;22,4;47,4;22,3;53,8;271;-148,87;8,71;0,23
28/5/2026 12:25;22,3;47,5;22,2;54,0;272;-148,87;8,73;0,23
28/5/2026 12:25;22,4;47,6;22,2;54,2;273;-148,87;8,73;0,23
28/5/2026 12:27;22,5;47,8;22,3;54,2;274;-148,87;8,72;0,23
28/5/2026 12:27;22,4;47,9;22,4;54,2;275;-148,87;8,73;0,23
28/5/2026 12:27;22,3;47,8;22,3;54,3;276;-148,87;8,72;0,23
28/5/2026 12:27;22,4;47,9;22,4;54,3;277;-148,87;8,73;0,23
28/5/2026 12:27;22,5;47,8;22,3;54,2;276;-148,87;8,75;0,23
28/5/2026 12:27;22,5;47,9;22,3;54,1;276;-148,87;8,76;0,23
28/5/2026 12:27;22,5;47,9;22,3;54,1;277;-148,87;8,76;0,23
28/5/2026 12:28;22,5;48,1;22,2;53,8;275;-148,87;8,74;0,23
28/5/2026 12:28;22,6;47,9;22,3;53,9;275;-148,87;8,73;0,23
28/5/2026 12:31;22,6;48,0;22,4;54,2;276;-148,87;8,73;0,23
28/5/2026 12:31;22,6;48,2;22,4;54,3;275;-148,87;8,73;0,23
28/5/2026 12:34;22,6;48,3;22,4;54,6;275;-148,87;8,73;0,23
28/5/2026 12:34;22,5;48,5;22,4;54,5;276;-148,87;8,74;0,23
28/5/2026 12:34;22,6;48,3;22,3;54,3;274;-148,87;8,75;0,23
28/5/2026 12:34;22,6;48,3;22,3;54,4;276;-148,87;8,74;0,23
28/5/2026 12:34;22,5;48,3;22,2;54,2;277;-148,87;8,73;0,23
28/5/2026 12:35;22,6;48,4;22,2;54,4;277;-148,87;8,74;0,23
28/5/2026 12:35;22,5;48,5;22,2;54,3;279;-148,87;8,75;0,23
28/5/2026 12:35;22,5;48,5;22,1;54,5;279;-148,87;8,75;0,23
28/5/2026 12:35;999;-50;22,1;999;9999;-148,87;99,9;0,23
28/5/2026 12:35;;;;;274;-148,87;;0,23
28/5/2026 12:35;22,5;48,3;22,2;54,7;278;-148,87;8,74;0,23
28/5/2026 12:35;22,6;48,1;22,2;54,5;278;-148,87;8,74;0,23
28/5/2026 12:35;22,6;48,3;22,2;54,3;280;-148,87;8,72;0,23
28/5/2026 12:37;22,6;48,4;22,3;54,1;278;-148,87;8,72;0,23
28/5/2026 12:37;22,7;48,4;22,3;54,2;277;-148,87;8,71;0,23
28/5/2026 12:37;22,7;48,3;22,4;54,1;276;-148,87;8,72;0,23
28/5/2026 12:37;22,6;48,3;22,5;54,0;277;-148,87;8,70;0,23
28/5/2026 12:37;22,6;48,5;22,5;54,1;278;-148,87;8,69;0,23
28/5/2026 12:39;22,6;48,5;22,4;54,3;279;-148,87;8,69;0,23
28/5/2026 12:42;22,5;48,3;22,5;54,6;278;-148,87;8,69;0,23
28/5/2026 12:42;22,5;48,2;22,6;54,6;278;-148,87;8,70;0,23
