Fecha;Temp1;Humedad 1;Temp 2;Humedad 2;TDS;Temperatura NTC;Ph;Nivel (m)
1/6/2026 12:20;22,6;48,5;21,8;54,8;275;-148,87;8,51;0,23
1/6/2026 12:20;22,6;48,4;21,8;54,7;274;-148,87;8,51;0,23
1/6/2026 12:20;22,6;48,6;21,8;55,0;275;-148,87;8,53;0,23
1/6/2026 12:20;22,6;48,5;21,7;54,9;274;-148,87;8,53;0,23
1/6/2026 12:20;22,7;48,5;21,8;54,8;274;-148,87;8,52;0,23
1/6/2026 12:20;22,7;48,5;21,7;54,8;276;-148,87;8,52;0,23
1/6/2026 12:20;22,6;48,4;21,7;54,6;274;-148,87;8,51;0,23
1/6/2026 12:20;22,7;48,5;21,8;54,7;273;-148,87;8,50;0,23
1/6/2026 12:20;22,6;48,5;21,8;54,6;275;-148,87;8,49;0,23
1/6/2026 12:22;22,7;48,5;21,9;54,6;277;-148,87;8,50;0,23
1/6/2026 12:22;22,7;48,4;21,9;54,4;276;-148,87;8,50;0,23
1/6/2026 12:22;22,7;48,3;21,9;54,3;277;-148,87;8,50;0,23
1/6/2026 12:22;22,8;48,5;21,9;54,2;276;-148,87;8,52;0,23
1/6/2026 12:25;22,8;48,5;22,0;54,0;278;-148,87;8,51;0,23
1/6/2026 12:25;22,7;48,7;21,9;54,2;280;-148,87;8,53;0,23
1/6/2026 12:26;22,8;48,6;21,8;54,0;281;-148,87;8,55;0,23
1/6/2026 12:26;22,8;48,5;21,9;54,0;282;-148,87;8,54;0,23
1/6/2026 12:29;22,9;48,6;22,0;53,9;284;-148,87;8,54;0,23
1/6/2026 12:29;22,9;48,5;22,0;53,7;285;-148,87;8,54;0,23
1/6/2026 12:29;22,8;48,6;21,9;53,6;285;-148,87;8,56;0,23
1/6/2026 12:29;22,9;48,8;22,0;53,6;285;-148,87;8,56;0,23
1/6/2026 12:32;22,8;48,7;22,0;53,7;285;-148,87;8,57;0,23
1/6/2026 12:32;22,8;48,8;22,0;53,7;284;-148,87;8,58;0,23
1/6/2026 12:32;22,8;48,7;22,1;53,8;284;-148,87;8,60;0,23
1/6/2026 12:32;22,8;48,8;22,0;54,0;283;-148,87;8,59;0,23
1/6/2026 12:32;22,7;49,0;22,0;54,1;281;-148,87;8,59;0,23
1/6/2026 12:32;22,6;49,1;21,9;54,2;279;-148,87;8,58;0,23
1/6/2026 12:33;22,7;49,0;21,9;54,2;279;-148,87;8,59;0,23
1/6/2026 12:33;23,2;48,1;22,1
