Fecha;Temp1;Humedad 1;Temp 2;Humedad 2;TDS;Temperatura NTC;Ph;Nivel (m)
9/6/2026 12:20;23,0;48,7;22,2;54,6;271;-148,87;8,69;0,23
9/6/2026 12:21;22,9;48,6;22,2;54,8;271;-148,87;8,70;0,23
9/6/2026 12:21;22,9;48,4;22,3;54,9;272;-148,87;8,72;0,23
9/6/2026 12:23;23,0;48,5;22,3;54,7;273;-148,87;8,71;0,23
9/6/2026 12:23;23,0;48,6;22,2;54,7;272;-148,87;8,69;0,23
9/6/2026 12:23;23,1;48,8;22,2;54,9;272;-148,87;8,71;0,23
9/6/2026 12:26;23,2;48,9;22,1;55,1;273;-148,87;8,69;0,23
9/6/2026 12:26;23,1;48,9;22,2;55,1;271;-148,87;8,69;0,23
9/6/2026 12:26;23,2;49,0;22,3;55,0;273;-148,87;8,67;0,23
9/6/2026 12:26;23,1;48,9;22,3;54,9;272;-148,87;8,65;0,23
9/6/2026 12:26;23,1;48,8;22,4;54,9;274;-148,87;8,65;0,23
9/6/2026 12:26;23,0;48,9;22,4;55,2;275;-148,87;8,66;0,23
9/6/2026 12:26;23,0;48,7;22,4;55,3;277;-148,87;8,67;0,23
9/6/2026 12:26;23,1;48,6;22,4;55,5;279;-148,87;8,69;0,23
9/6/2026 12:26;23,1;48,4;22,5;55,5;278;-148,87;8,69;0,23
9/6/2026 12:26;23,2;48,3;22,5;55,4;276;-148,87;8,69;0,23
9/6/2026 12:26;23,3;48,4;22,5;55,2;275;-148,87;8,68;0,23
9/6/2026 12:26;23,3;48,6;22,4;55,1;276;-148,87;8,66;0,23
9/6/2026 12:28;23,3;48,6;22,4;54,9;274;-148,87;8,66;0,23
9/6/2026 12:28;23,4;48,7;22,4;55,2;272;-148,87;8,67;0,23
9/6/2026 12:30;23,4;48,5;22,4;55,4;273;-148,87;8,66;0,23
9/6/2026 12:30;23,5;48,7;22,4;55,5;272;-148,87;8,67;0,23
9/6/2026 12:30;23,4;48,9;22,5;55,7;270;-148,87;8,68;0,23
9/6/2026 12:31;23,4;49,0;22,5;55,7;270;-148,87;8,69;0,23
9/6/2026 12:31;23,5;49,1;22,5;55,8;270;-148,87;8,67;0,23
9/6/2026 12:31;23,5;49,2;22,6;56,1;270;-148,87;8,66;0,23
9/6/2026 12:31;23,5;49,3;22,5;55,9;271;-148,87;8,66;0,23
9/6/2026 12:31;23,5;49,4;22,6;55,6;273;-148,87;8,65;0,23
9/6/2026 12:31;23,5;49,5;22,5;55,4;275;-148,87;8,63;0,23
9/6/2026 12:33;23,5;49,4;22,5;55,7;276;-148,87;8,65;0,23
9/6/2026 12:36;23,4;49,4;22,4;55,8;274;-148,87;8,65;0,23
9/6/2026 12:36;23,4;49,5;22,4;56,0;273;-148,87;8,63;0,23
9/6/2026 12:38;23,4;49,7;22,3;56,0;272;-148,87;8,64;0,23
9/6/2026 12:40;23,5;49,9;22,3;56,0;271;-148,87;8,64;0,23
9/6/2026 12:40;23,4;50,0;22,3;55,8;271;-148,87;8,62;0,23
9/6/2026 12:41;23,5;50,1;22,4;55,7;273;-148,87;8,61;0,23
9/6/2026 12:41;23,4;50,1;22,3;56,0;271;-148,87;8,59;0,23
9/6/2026 12:41;23,4;50,2;22,4;56,1;271;-148,87;8,57;0,23
9/6/2026 12:42;23,3;50,1;22,3;56,1;270;-148,87;8,58;0,23
9/6/2026 12:42;23,4;50,2;22,2;55,9;271;-148,87;8,59;0,23
9/6/2026 12:42;23,4;50,1;22,2;55,9;270;-148,87;8,59;0,23
9/6/2026 12:42;23,5;50,0;22,1;56,1;269;-148,87;8,59;0,23
9/6/2026 12:42;23,4;50,0;22,0;56,3;269;-148,87;8,61;0,23
9/6/2026 12:42;23,5;50,0;22,0;56,5;268;-148,87;8,62;0,23
9/6/2026 12:42;23,5;50,1;22,0;56,7;267;-148,87;8,61;0,23
9/6/2026 12:42;23,5;50,0;22,0;56,9;266;-148,87;8,62;0,23
9/6/2026 12:42;23,5;49,9;21,9;56,8;266;-148,87;8,62;0,23
9/6/2026 12:43;23,5;50,0;21,9;57,0;264;-148,87;8,60;0,23
9/6/2026 12:43;23,4;50,1;21,8;56,8;265;-148,87;8,61;0,23
9/6/2026 12:43;23,2;48,1;22,1
9/6/2026 12:45;23,2;48,1;22,1
9/6/2026 12:48;23,5;49,9;21,9;56,5;263;-148,87;8,62;0,23
9/6/2026 12:50;23,4;49,9;21,8;56,6;264;-148,87;8,64;0,23
9/6/2026 12:50;23,4;49,8;21,8;56,6;265;-148,87;8,64;0,23
9/6/2026 12:50;23,5;49,8;21,7;56,7;266;-148,87;8,65;0,23
9/6/2026 12:53;23,5;49,9;21,6;56,4;266;-148,87;8,63;0,23
9/6/2026 12:53;23,6;50,0;21,7;56,4;268;-148,87;8,65;0,23
9/6/2026 12:53;23,5;50,1;21,7;56,1;268;-148,87;8,63;0,23
9/6/2026 12:55;23,6;50,0;21,6;56,1;270;-148,87;8,63;0,23
9/6/2026 12:55;ERROR;N/A;22,1;54,5;274;-148,87;8,59;0,23
9/6/2026 12:55;23,5;50,0;21,5;56,1;269;-148,87;8,64;0,23
9/6/2026 12:58;23,5;50,0;21,5;55,9;268;-148,87;8,65;0,23
9/6/2026 12:58;23,5;50,0;21,5;55,8;267;-148,87;8,64;0,23
9/6/2026 12:58;23,4;50,0;21,6;55,7;268;-148,87;8,63;0,23
9/6/2026 13:00;23,4;49,8;21,5;55,8;267;-148,87;8,65;0,23
9/6/2026 13:00;23,3;50,0;21,4;55,8;268;-148,87;8,65;0,23
9/6/2026 13:00;23,4;50,2;21,4;55,9;267;-148,87;8,64;0,23
9/6/2026 13:00;23,5;50,2;21,3;55,8;266;-148,87;8,63;0,23
9/6/2026 13:00;23,4;50,3;21,4;55,9;268;-148,87;8,65;0,23
9/6/2026 13:00;23,3;50,2;21,3;56,2;266;-148,87;8,64;0,23
9/6/2026 13:03;23,4;50,1;21,2;56,0;265;-148,87;8,64;0,23
9/6/2026 13:03;23,5;49,9;21,3;56,1;267;-148,87;8,62;0,23
9/6/2026 13:04;23,5;50,1;21,3;56,4;269;-148,87;8,63;0,23
9/6/2026 13:06;23,5;50,2;21,3;56,6;267;-148,87;8,61;0,23
9/6/2026 13:06;23,5;50,1;21,4;56,4;266;-148,87;8,60;0,23
9/6/2026 13:06;23,4;50,0;21,4;56,2;267;-148,87;8,59;0,23
9/6/2026 13:07;23,4;50,1;21,3;56,5;268;-148,87;8,58;0,23
9/6/2026 13:09;23,3;50,3;21,2;56,3;268;-148,87;8,58;0,23
9/6/2026 13:09;23,4;50,1;21,3;56,3;269;-148,87;8,57;0,23
9/6/2026 13:09;23,4;49,9;21,2;56,5;268;-148,87;8,58;0,23
9/6/2026 13:09;23,4;49,9;21,2;56,2;269;-148,87;8,58;0,23
9/6/2026 13:09;23,5;49,9;21,2;56,0;269;-148,87;8,57;0,23
9/6/2026 13:09;23,5;49,8;21,1;56,2;269;-148,87;8,55;0,23
9/6/2026 13:09;23,4;50,0;21,1;56,2;271;-148,87;8,55;0,23
9/6/2026 13:09;23,5;50,0;21,1;56,0;270;-148,87;8,54;0,23
9/6/2026 13:09;23,5;50,1;21,2;56,2;270;-148,87;8,54;0,23
9/6/2026 13:09;23,6;50,1;21,2;56,0;268;-148,87;8,54;0,23
9/6/2026 13:09;23,5;49,9;21,2;56,0;268;-148,87;8,55;0,23
9/6/2026 13:09;23,5;49,9;21,2;56,2;267;-148,87;8,54;0,23
9/6/2026 13:09;23,4;49,8;21,3;56,4;269;-148,87;8,55;0,23
9/6/2026 13:09;23,4;49,9;21,4;56,6;270;-148,87;8,57;0,23
9/6/2026 13:09;23,4;50,1;21,4;56,6;268;-148,87;8,58;0,23
9/6/2026 13:09;23,5;50,0;21,4;56,8;266;-148,87;8,58;0,23
9/6/2026 13:09;23,5;50,2;21,5;56,9;266;-148,87;8,58;0,23
9/6/2026 13:11;23,5;50,3;21,4;57,0;267;-148,87;8,58;0,23
9/6/2026 13:11;23,5;50,5;21,5;57,2;267;-148,87;8,57;0,23
9/6/2026 13:11;23,5;50,5;21,4;57,4;267;-148,87;8,56;0,23
9/6/2026 13:11;23,4;50,6;21,5;57,6;266;-148,87;8,56;0,23
9/6/2026 13:11;999;-50;22,1;999;9999;-148,87;99,9;0,23
